amt,category,merchant,state,gender,city_pop,age,unix_time,distance_km,risk_score,risk_bucket,is_fraud
6.590000152587891,misc_net,fraud_Zemlak Group,AL,F,1412,49,1364690541,55.885323,0.3251491751653841,Medium,0
19.37,home,fraud_Altenwerth-Kilback,NC,F,12486,85,1350142916,17.611639,0.1307129575250644,Low,0
51.59,home,"fraud_McDermott, Osinski and Morar",NH,F,1368,47,1337867941,94.34888,0.1295398596808299,Low,0
58.95000076293945,gas_transport,fraud_Corwin-Collins,IA,F,888,32,1365484845,77.73335,0.3597425483164569,Medium,0
46.77000045776367,gas_transport,"fraud_Raynor, Feest and Miller",WV,F,642,72,1333267340,72.07314,0.320515318646819,Medium,0
119.58000183105467,grocery_pos,fraud_McDermott-Weimann,OR,F,191096,56,1371713717,82.3696,0.3199108591803905,Medium,0
152.1,home,fraud_Jakubowski Inc,NY,M,4778,65,1351274271,65.69937,0.1887168969093175,Medium,0
20.07999992370605,personal_care,"fraud_Kihn, Brakus and Goyette",AL,M,190178,60,1358368150,58.272312,0.1307573999830234,Low,0
38.810001373291016,entertainment,fraud_Thiel-Thiel,TN,M,4729,36,1331648176,48.67029,0.1022363035648651,Low,0
65.43000030517578,shopping_pos,fraud_Kihn Inc,MI,F,2523,32,1363796872,31.334585,0.1063162226028691,Low,0
13.229999542236328,health_fitness,fraud_Greenholt Ltd,NE,F,1789,37,1343687488,5.8296013,0.1728876293985179,Medium,0
44.65999984741211,gas_transport,fraud_Huels-Hahn,WA,F,759,62,1334229181,61.49358,0.3155644916817218,Medium,0
8.90999984741211,shopping_pos,"fraud_Swaniawski, Lowe and Robel",WI,F,15426,82,1333537960,96.70428,0.3658443077658668,Medium,0
55.40999984741211,gas_transport,fraud_Kutch LLC,AR,F,7155,41,1326184877,83.33527,0.3037852662895619,Medium,0
7.65,shopping_pos,"fraud_Okuneva, Schneider and Rau",IA,F,2036,48,1352899720,56.729656,0.1470496633193558,Low,0
2.68,shopping_net,fraud_Medhurst PLC,ME,M,3224,22,1349899137,105.701744,0.2440514716019978,Medium,0
7.119999885559082,misc_pos,"fraud_Wiza, Schaden and Stark",MD,M,33917,42,1345213230,77.59707,0.1149627904586076,Low,0
3.5299999713897705,kids_pets,fraud_Crona and Sons,NY,M,397,88,1370992343,135.69759,0.2377651815695197,Medium,0
6.300000190734863,shopping_net,fraud_Gerlach Inc,CO,F,320420,44,1366499104,82.782104,0.1880614235659774,Medium,0
55.22999954223633,food_dining,fraud_Schulist Ltd,ME,M,18760,87,1363410717,99.33027,0.2868655235557908,Medium,0
44.56999969482422,health_fitness,fraud_Fadel Inc,AL,F,2566,60,1334241813,130.0811,0.0964980179442671,Low,0
9.06,travel,fraud_Lemke and Sons,GA,F,5989,52,1335875030,114.52925,0.0939059750933452,Low,0
5.929999828338623,misc_pos,"fraud_Boehm, Block and Jakubowski",TX,F,5908,58,1369394865,36.845478,0.2721007763894185,Medium,0
104.77999877929688,food_dining,fraud_Kuphal-Toy,LA,F,6581,55,1356822787,25.297684,0.1759188739112098,Medium,0
11.170000076293944,personal_care,fraud_Wilkinson LLC,TX,F,1766,43,1345239997,69.0958,0.1912523971553005,Medium,0
4.769999980926514,travel,fraud_Hyatt-Blick,AL,F,1186,32,1342467842,114.5711,0.1621838728517038,Medium,0
5.15,misc_pos,fraud_Spencer-Runolfsson,NE,F,1789,37,1348754434,56.399414,0.1370262267561641,Low,0
323.260009765625,shopping_pos,fraud_Mayert Group,NC,F,186140,36,1330638178,118.17939,0.6785338414879077,High,0
56.790000915527344,gas_transport,fraud_Friesen-D'Amore,MI,F,372,23,1326336360,12.766469,0.4269428307360857,High,0
5.159999847412109,shopping_pos,fraud_Morissette PLC,NE,M,1517,67,1330222535,67.00886,0.4971270089903431,High,0
399.7300109863281,misc_net,fraud_Brown PLC,KS,F,242,32,1343352353,82.55431,0.8775152411943979,High,0
23.05,shopping_net,"fraud_Little, Gutmann and Lynch",WV,M,571,51,1340275286,84.53899,0.2464827704002869,Medium,0
171.58999633789062,shopping_pos,"fraud_Weimann, Kuhic and Beahan",AL,F,59744,35,1356098151,92.67464,0.1994829451904893,Medium,0
27.49,health_fitness,fraud_Friesen Ltd,PA,M,348,74,1353282485,102.63135,0.1374494691835432,Low,0
9.4,misc_net,fraud_Jaskolski-Vandervort,NY,F,2504700,20,1352575129,55.646664,0.1469539860387497,Low,0
7.53000020980835,shopping_pos,"fraud_Nitzsche, Kessler and Wolff",CA,M,4677,63,1331196866,70.09347,0.3293897243821618,Medium,0
187.37,grocery_pos,fraud_Kutch and Sons,TX,F,2526,48,1336462328,134.61713,0.5145662993273734,High,0
63.27999877929688,home,fraud_Streich Ltd,AZ,F,1312922,37,1344784143,88.149315,0.115953204251366,Low,0
198.7700042724609,health_fitness,fraud_Kub-Heaney,MS,F,24645,53,1363869214,100.91931,0.2033607397648583,Medium,0
141.32000732421875,grocery_pos,fraud_Kiehn Inc,IA,M,1426,62,1355547469,93.58798,0.4669438886514081,High,0
20.440000534057617,food_dining,"fraud_McCullough, Hudson and Schuster",WV,F,1925,53,1332867124,111.9086,0.1212745749511378,Low,0
30.32,grocery_pos,fraud_Koepp-Witting,UT,M,9772,29,1349501581,98.000725,0.363984923489152,Medium,0
4.75,misc_net,fraud_Durgan-Auer,SD,F,343,47,1335280983,35.617207,0.1408076833130624,Low,0
68.5,food_dining,"fraud_Schumm, McLaughlin and Carter",MT,M,192,55,1354385067,112.082535,0.1412604491806845,Low,0
30.270000457763672,kids_pets,fraud_Bogisich-Weimann,TX,F,2435,51,1327189672,44.607483,0.2024000127196559,Medium,0
172.47999572753906,kids_pets,fraud_Windler LLC,NY,M,11250,41,1341431039,109.13343,0.3069268958827021,Medium,0
94.61,grocery_pos,"fraud_Huel, Hammes and Witting",NE,M,2202,45,1340324228,0.5862448,0.4170063161012362,High,0
128.47999572753906,shopping_pos,fraud_Hudson-Grady,WY,M,49,38,1365466692,92.49653,0.4328278462729777,High,0
165.59,food_dining,"fraud_Hermiston, Russel and Price",PA,F,3066,91,1348728315,106.13253,0.3922610371917294,Medium,0
66.08999633789062,gas_transport,fraud_Harris Inc,KY,M,564,23,1361696650,69.91774,0.2469068932068521,Medium,0
43.0099983215332,entertainment,fraud_Spencer PLC,WA,F,299480,34,1344354500,55.18249,0.1035731993285934,Low,0
2.99,personal_care,fraud_Kirlin and Sons,WY,F,241,38,1338320868,41.405094,0.2782680847423658,Medium,0
5.39,personal_care,fraud_Abbott-Steuber,FL,M,3776,42,1334665069,91.18181,0.1395827480782049,Low,0
51.970001220703125,home,"fraud_Denesik, Powlowski and Pouros",OH,F,51,59,1355661080,85.10699,0.1183791776785122,Low,0
45.59999847412109,gas_transport,fraud_Friesen-D'Amore,OR,F,191096,56,1370241012,44.232376,0.2565697198870029,Medium,0
447.4599914550781,misc_net,fraud_Kuhn LLC,OK,M,471,78,1345376475,79.34456,0.8723072524960026,High,0
73.19000244140625,kids_pets,"fraud_Lowe, Dietrich and Erdman",NY,F,520,28,1355432516,15.7346,0.1767378209842879,Medium,0
84.41999816894531,grocery_pos,fraud_Bailey-Morar,SD,F,343,47,1345778927,38.671272,0.4260013834044172,High,0
40.54999923706055,health_fitness,"fraud_Ledner, Hartmann and Feest",NJ,F,1533,84,1343138610,80.66937,0.0990100564468544,Low,0
56.880001068115234,personal_care,fraud_Dickinson Ltd,AR,F,969,66,1365950478,102.78653,0.0837970502871218,Low,0
79.4000015258789,kids_pets,fraud_Gleason and Sons,IL,F,725,47,1354920442,85.44928,0.1771303506553943,Medium,0
9.649999618530272,misc_net,fraud_Dach-Nader,WY,F,100,45,1355050549,10.781121,0.2382473041574559,Medium,0
55.71,gas_transport,fraud_Cummerata-Jones,CA,M,105549,45,1337822705,80.09742,0.3762427107177328,Medium,0
86.87000274658203,grocery_pos,fraud_Pacocha-O'Reilly,AL,M,71463,30,1358304030,54.937588,0.3565906791538965,Medium,0
3.21,misc_net,"fraud_Hayes, Marquardt and Dibbert",SC,M,4471,46,1352671681,104.7782,0.1976749471470089,Medium,0
6.860000133514404,misc_pos,fraud_Kemmer-Buckridge,NV,M,214518,59,1356239809,85.98915,0.3618850782112385,Medium,0
41.06999969482422,kids_pets,fraud_Wilkinson PLC,CO,F,61,80,1357416966,76.29259,0.1573888623418206,Medium,0
7.820000171661377,misc_net,"fraud_Johnson, Runolfsdottir and Mayer",TX,F,34153,24,1359315726,6.0495753,0.1598856184844018,Medium,0
5.53000020980835,shopping_net,fraud_Fisher Inc,MD,M,3766,35,1357325449,43.04038,0.1952209079164434,Medium,0
4.7,misc_net,fraud_Flatley-Durgan,AL,M,5901,46,1336091931,46.271057,0.3729593077816495,Medium,0
79.66000366210938,misc_net,fraud_Volkman Ltd,AZ,F,1179,65,1371379404,61.132126,0.1756298625034459,Medium,0
5.5,entertainment,"fraud_Turcotte, McKenzie and Koss",MT,M,18182,43,1331763859,60.662983,0.2247924378867947,Medium,0
4.01,shopping_pos,"fraud_Bernhard, Grant and Langworth",FL,F,224256,33,1335995793,93.727936,0.2791871309167476,Medium,0
5.139999866485596,personal_care,fraud_Kub PLC,AL,M,71463,31,1365953080,47.695118,0.1132598785909938,Low,0
608.0999755859375,travel,"fraud_Kunze, Larkin and Mayert",PA,M,632,29,1331509554,66.2165,0.950646565201272,High,0
8.83,shopping_pos,fraud_Macejkovic-Lesch,SC,F,2206,32,1337260867,113.055984,0.1641952458160509,Medium,0
66.69,home,fraud_Stark-Koss,FL,M,3776,42,1335804774,119.537704,0.1195600203136778,Low,0
118.8000030517578,entertainment,fraud_Beier LLC,AL,F,1089,48,1360933327,37.302074,0.1188165562273997,Low,0
53.36,kids_pets,fraud_Rau-Grant,TN,M,158701,41,1335135111,68.47347,0.176611540731284,Medium,0
36.04999923706055,misc_pos,fraud_Reynolds-Schinner,MI,M,95,24,1327304953,93.57116,0.2127684363388498,Medium,0
24.35,home,fraud_Reilly LLC,NE,F,493,79,1348324335,110.37347,0.1279805942452119,Low,0
3.059999942779541,misc_pos,fraud_Turcotte-Halvorson,OH,F,338,31,1344900809,99.89913,0.2443104424254926,Medium,0
1.8799999952316284,shopping_pos,fraud_Kihn Inc,TN,F,391389,26,1368742350,81.09657,0.2955797579471225,Medium,0
33.70000076293945,food_dining,"fraud_Schneider, Hayes and Nikolaus",MN,M,5211,32,1356026456,98.79484,0.1294240473603236,Low,0
35.82,gas_transport,"fraud_Olson, Becker and Koch",AR,F,969,65,1349604061,52.546078,0.2693845579388219,Medium,0
11.3100004196167,home,fraud_Botsford and Sons,NY,F,1577385,37,1343421400,119.38468,0.2220680634392904,Medium,0
53.2,grocery_pos,"fraud_Osinski, Ledner and Leuschke",NY,M,1382480,28,1340508991,126.066895,0.3642370772109549,Medium,0
1.46,travel,fraud_Veum-Koelpin,KY,F,230,22,1351180020,86.98113,0.1406492277285811,Low,0
64.5,food_dining,fraud_Jast and Sons,VT,F,5895,43,1329597989,34.1392,0.1807367878841142,Medium,0
93.43,grocery_pos,fraud_Hackett-Lueilwitz,WY,M,110,46,1338169803,58.869183,0.4339406805778701,High,0
2.53,shopping_pos,fraud_Hickle Group,AL,M,190178,46,1347627616,25.838047,0.1826538765379419,Medium,0
52.68,home,fraud_Kutch-Wilderman,NY,M,1666,51,1340286126,46.41184,0.1182054593782416,Low,0
186.0200042724609,grocery_pos,fraud_Hackett-Lueilwitz,KS,F,5760,41,1357865208,124.65753,0.5787038430855602,High,0
119.08999633789062,grocery_pos,"fraud_Schumm, Bauch and Ondricka",VA,M,741,33,1360897141,105.28606,0.4326099629899981,High,0
2.0,travel,fraud_Leannon-Nikolaus,MI,F,765,47,1354983447,72.02864,0.1309624827502825,Low,0
109.92,entertainment,"fraud_Larkin, Stracke and Greenfelder",NC,F,186140,36,1351858003,44.122272,0.1248522714329967,Low,0
49.2599983215332,misc_pos,"fraud_Boehm, Block and Jakubowski",PA,F,606,21,1333213883,58.27803,0.0991897142304408,Low,0
48.2,grocery_pos,fraud_Deckow-O'Conner,TN,M,9496,26,1334808081,76.000084,0.3832354136822354,Medium,0
39.66999816894531,misc_net,fraud_Nader-Heller,TX,M,2317,55,1344765181,93.17472,0.1849725528219834,Medium,0
17.22,shopping_net,fraud_Gerlach Inc,ID,F,4161,62,1351753774,54.459637,0.2452580219591955,Medium,0
63.56,gas_transport,fraud_Huels-Hahn,NC,M,5354,54,1353203998,113.703735,0.3743251551715578,Medium,0
93.13999938964844,grocery_pos,fraud_Kutch and Sons,SC,F,1725,45,1356172438,39.25259,0.305241892101824,Medium,0
1.3899999856948853,shopping_net,fraud_Kerluke-Abshire,AR,F,7155,42,1361732506,133.88416,0.2766939726415564,Medium,0
67.53,kids_pets,fraud_Schimmel-Olson,MA,M,21437,55,1354283837,52.699135,0.1023580348961812,Low,0
196.5200042724609,food_dining,"fraud_Konopelski, Schneider and Hartmann",WI,M,4306,29,1344433665,133.8747,0.2213996964499149,Medium,0
92.5500030517578,grocery_pos,fraud_Kuhic Inc,IA,F,2036,47,1343453721,75.206436,0.4237905169451474,High,0
95.95999908447266,grocery_pos,fraud_Heidenreich PLC,LA,M,68211,78,1358987801,78.1129,0.3876698863430619,Medium,0
72.1500015258789,gas_transport,fraud_Luettgen PLC,ME,M,1892,63,1333535836,99.2768,0.3000086820575501,Medium,0
37.22999954223633,entertainment,fraud_Nienow PLC,GA,M,112,54,1331908363,99.314445,0.0962501532723347,Low,0
8.91,food_dining,fraud_O'Keefe-Wisoky,KY,F,571,88,1341091711,105.18265,0.2030069880884132,Medium,0
2.2,travel,"fraud_Hagenes, Hermann and Stroman",NY,F,165,74,1350679733,100.033516,0.2080025436238463,Medium,0
103.52999877929688,kids_pets,fraud_Rau-Grant,NY,F,10256,51,1341594720,70.42624,0.1491944796971601,Low,0
24.44,misc_net,"fraud_Rippin, Kub and Mann",TX,M,258,75,1336889255,37.81715,0.2028579816953623,Medium,0
9.670000076293944,shopping_net,fraud_Fisher Inc,AL,M,800,87,1357360800,90.741486,0.3523338633185255,Medium,0
42.31,personal_care,fraud_Homenick LLC,LA,M,8512,68,1353007298,112.13859,0.131904383038227,Low,0
57.869998931884766,gas_transport,fraud_Ledner-Pfannerstill,MO,F,467,70,1369987722,48.838486,0.2586502479472679,Medium,0
65.41999816894531,kids_pets,fraud_Schaefer Ltd,NE,M,142,51,1342971674,85.647026,0.1116778182313611,Low,0
31.24,food_dining,fraud_Bechtelar-Rippin,NE,F,73,84,1350251307,106.955055,0.1539643402644559,Medium,0
98.88999938964844,grocery_pos,fraud_Kutch and Sons,SD,F,343,46,1328250146,67.31687,0.3580097156558625,Medium,0
19.920000076293945,personal_care,fraud_Sporer-Keebler,WA,F,85,35,1356649904,41.461563,0.1577977156932742,Medium,0
6.79,health_fitness,fraud_Feil-Morar,PA,F,427,68,1336308586,50.598846,0.1477257713438581,Low,0
4.019999980926514,entertainment,fraud_Grimes LLC,KY,F,571,89,1367678284,78.06846,0.1451014760911315,Low,0
8.510000228881836,shopping_pos,fraud_Hickle Group,CA,F,1930,36,1364393129,127.09307,0.1304462557906866,Low,0
64.05000305175781,gas_transport,"fraud_Lind, Huel and McClure",OR,F,9587,51,1354960930,62.615833,0.2882250540058526,Medium,0
45.34000015258789,personal_care,"fraud_Kihn, Brakus and Goyette",IL,M,532,63,1329085743,101.704216,0.1507287922733566,Medium,0
52.4900016784668,entertainment,fraud_Cruickshank-Mills,CA,F,104,30,1360162969,96.01368,0.086300584914953,Low,0
97.8,kids_pets,fraud_Pacocha-Weissnat,DC,F,601723,33,1338245383,117.241585,0.205497769781943,Medium,0
132.58,misc_pos,fraud_Wisozk and Sons,KS,F,5760,40,1336215475,71.72606,0.3095144256685315,Medium,0
40.52000045776367,home,fraud_Pollich LLC,UT,F,302,30,1365983108,132.52882,0.1695039319957108,Medium,0
8.5600004196167,grocery_net,fraud_Jaskolski-Dibbert,MN,F,136,19,1330907896,104.94023,0.3381617784905446,Medium,0
100.11000061035156,personal_care,fraud_Abbott-Steuber,MO,F,271,47,1345044873,130.47743,0.12151115103246,Low,0
77.19,gas_transport,fraud_Koss and Sons,NC,M,14783,63,1347851429,74.44858,0.3986953014043218,Medium,0
5.57,personal_care,fraud_Langworth LLC,WY,F,100,45,1337722155,100.55285,0.2420103974247806,Medium,0
47.33000183105469,gas_transport,fraud_Friesen-Stamm,WI,M,817312,15,1346893361,51.361732,0.3738920252918702,Medium,0
90.19000244140624,personal_care,fraud_Emmerich-Rau,WY,M,471,51,1333556357,81.100044,0.1200818284618488,Low,0
1.87,shopping_pos,fraud_Jast-McDermott,NM,F,1925,66,1334887648,112.33153,0.5950624077004806,High,0
8.69,shopping_pos,fraud_Jacobi and Sons,NY,M,17867,21,1353252566,60.17003,0.1343407397054772,Low,0
9.949999809265137,shopping_pos,"fraud_Bernhard, Grant and Langworth",UT,F,302,30,1364596224,130.26364,0.2062227549395416,Medium,0
21.549999237060547,food_dining,fraud_Kihn-Schuster,NM,M,7268,31,1343603484,116.9042,0.1507651770922879,Medium,0
106.79,shopping_net,fraud_Fisher-Schowalter,OH,M,267,14,1338651831,71.88118,0.1259698757079052,Low,0
4.690000057220459,shopping_pos,fraud_Pfeffer and Sons,MN,F,2607,24,1355524520,14.803784,0.2481897757292158,Medium,0
27.72,shopping_pos,"fraud_Daugherty, Pouros and Beahan",NJ,F,18459,90,1350642198,40.516685,0.2688674961358993,Medium,0
68.8499984741211,home,"fraud_Gutmann, McLaughlin and Wiza",WI,F,2328,77,1355527101,108.59298,0.1978622599063754,Medium,0
11.34000015258789,health_fitness,"fraud_Haley, Batz and Auer",TN,M,25459,51,1370209375,112.682175,0.147783460374725,Low,0
93.55,personal_care,fraud_Kub PLC,MD,F,11751,55,1335994145,49.80318,0.1870043574680364,Medium,0
75.42,gas_transport,"fraud_Raynor, Reinger and Hagenes",AR,F,2786,53,1338163704,2.0008824,0.4177335493884004,High,0
5.380000114440918,misc_pos,fraud_Flatley Group,MA,M,4680,32,1328918025,86.04652,0.2069403222518553,Medium,0
74.08000183105469,health_fitness,fraud_Friesen Ltd,OH,M,177,45,1354923964,77.895515,0.1402395964381328,Low,0
87.12999725341797,home,fraud_Renner Ltd,MN,M,1536,39,1369941103,22.236858,0.1669372728207171,Medium,0
83.52999877929688,personal_care,fraud_Crooks and Sons,TN,F,151785,45,1332624427,86.01215,0.1892522467701638,Medium,0
14.350000381469728,home,fraud_Stark-Koss,OR,F,42817,37,1360450800,52.938667,0.1978916625833637,Medium,0
6.079999923706055,travel,fraud_Boyer-Haley,AL,F,1089,48,1370820674,107.2561,0.1289006098004537,Low,0
1.100000023841858,misc_net,fraud_Kuhn LLC,AL,F,1186,32,1328475465,45.0127,0.2789380440171365,Medium,0
60.04999923706055,kids_pets,fraud_Beer-Jast,AL,M,190178,45,1327359139,66.766426,0.1721023780097398,Medium,0
45.459999084472656,gas_transport,fraud_Berge LLC,UT,F,46,32,1347324322,106.54781,0.4030047076620146,High,0
45.15999984741211,health_fitness,fraud_Hamill-D'Amore,AR,F,5161,27,1371306207,34.170723,0.0739699286291016,Low,0
8.479999542236328,misc_net,fraud_Mante Group,MD,M,33917,42,1357933697,36.287655,0.1394855284655985,Low,0
134.1999969482422,shopping_pos,"fraud_Watsica, Haag and Considine",MO,M,964,44,1333850008,107.132416,0.4831053919024636,High,0
104.31999969482422,grocery_pos,fraud_Koepp-Parker,OK,M,2142,43,1364201884,69.672104,0.2858448210281954,Medium,0
3.82,shopping_pos,fraud_Botsford Ltd,NJ,M,804,54,1337513522,35.793354,0.3847553381868613,Medium,0
3.009999990463257,shopping_net,fraud_Boyer-Reichert,VT,F,4542,21,1354746919,70.34076,0.2612371592710391,Medium,0
33.69,food_dining,fraud_Volkman PLC,WV,F,1925,53,1340742730,82.75805,0.1657111761983289,Medium,0
5.37,food_dining,fraud_Runte-Mohr,AL,M,4159,21,1348270007,98.64184,0.1909369513739069,Medium,0
96.32,kids_pets,fraud_Brown Inc,PA,F,1526206,47,1339861073,59.607254,0.140737768417014,Low,0
56.31,gas_transport,fraud_Sporer Inc,MO,M,4593,78,1348224820,79.50214,0.2698060676258367,Medium,0
82.38,health_fitness,fraud_Hamill-D'Amore,PA,F,606,21,1340385256,131.31477,0.1118166262118878,Low,0
3.1700000762939453,shopping_pos,"fraud_Bernhard, Grant and Langworth",TX,F,144160,34,1332013798,61.118633,0.3197896391494378,Medium,0
5.820000171661377,shopping_net,fraud_Hills-Witting,OK,F,1675,32,1330457252,77.77112,0.2493506972195543,Medium,0
86.91,grocery_pos,fraud_Cartwright-Harris,NE,M,732,62,1335005002,92.89911,0.3053564672689804,Medium,0
2.7799999713897705,shopping_pos,"fraud_Bahringer, Schoen and Corkery",CA,M,308,61,1347188415,26.525667,0.3768776670101088,Medium,0
102.3,shopping_pos,fraud_Botsford Ltd,CA,F,34882,48,1336307077,76.41267,0.1462677743791627,Low,0
68.7300033569336,gas_transport,fraud_Cummerata-Jones,CT,F,2376,46,1358422790,16.809328,0.2693031498511805,Medium,0
109.09,shopping_pos,"fraud_Quitzon, Green and Bashirian",PA,M,823,37,1352798851,61.489674,0.2983798416905998,Medium,0
93.30999755859376,kids_pets,"fraud_Weber, Thiel and Hammes",OH,F,321,40,1355265761,14.085561,0.1955694393906686,Medium,0
7.099999904632568,shopping_pos,"fraud_Quitzon, Green and Bashirian",NE,M,1517,68,1362555362,96.18227,0.3015534215562668,Medium,0
126.23999786376952,grocery_pos,fraud_Bailey-Morar,WY,F,1645,33,1358742664,76.58189,0.4766039943631739,High,0
31.86,home,fraud_Stark-Koss,NY,M,1666,51,1351717863,76.307365,0.1691873914712374,Medium,0
74.05,grocery_pos,fraud_Wolf Inc,MO,F,6703,21,1347656025,104.222984,0.1942971399968086,Medium,0
64.7699966430664,gas_transport,fraud_Brekke and Sons,MN,F,346,42,1329364736,81.540245,0.4343193160266274,High,0
32.9,shopping_net,"fraud_Kihn, Abernathy and Douglas",ND,F,248,51,1353719505,97.84976,0.3277279380999849,Medium,0
25.309999465942383,grocery_pos,fraud_Kutch and Sons,AL,M,3395,40,1330152941,136.51653,0.2695055488560939,Medium,0
37.54999923706055,home,"fraud_O'Connell, Botsford and Hand",NC,M,6006,34,1333920773,103.36645,0.1814962155816581,Medium,0
56.84999847412109,kids_pets,fraud_Swift PLC,WA,F,14871,45,1356812149,89.96994,0.1735335563459407,Medium,0
6.860000133514404,personal_care,fraud_Marvin-Lind,PA,M,5507,46,1344009099,77.07749,0.1316832868654468,Low,0
65.63999938964844,home,fraud_Quitzon-Goyette,NE,M,206,51,1347200529,44.982956,0.1162815137520707,Low,0
20.01,entertainment,fraud_Grimes LLC,TX,M,1263321,66,1336977608,36.07063,0.2434857612950858,Medium,0
213.5500030517578,home,fraud_Eichmann-Kilback,MI,M,1126,64,1341848145,66.977394,0.2892490493962083,Medium,0
121.54000091552734,entertainment,fraud_Douglas-White,GA,F,5989,53,1368787838,134.64493,0.2678568664452118,Medium,0
2.9800000190734863,travel,fraud_Leannon-Nikolaus,NV,M,450,73,1345923373,76.66946,0.1822507221964245,Medium,0
31.07,misc_net,fraud_Welch Inc,TX,F,2435,52,1339823948,25.819183,0.3008064771637937,Medium,0
124.23999786376952,grocery_pos,fraud_O'Keefe-Hudson,AL,M,5732,73,1342519463,98.91635,0.3339810043111189,Medium,0
12.789999961853027,food_dining,"fraud_Schneider, Hayes and Nikolaus",MO,F,6703,21,1361280353,80.69647,0.1040939970053765,Low,0
86.41999816894531,shopping_net,fraud_Schmidt and Sons,NC,F,12335,32,1360184851,110.85706,0.1646977793703384,Medium,0
40.41999816894531,misc_pos,fraud_McDermott-Rice,ME,M,824,45,1362222184,61.64668,0.175528183563224,Medium,0
56.310001373291016,entertainment,fraud_Frami Group,WY,M,471,52,1342817817,44.120598,0.1551410140810072,Medium,0
108.31999969482422,kids_pets,"fraud_Yost, Schamberger and Windler",PA,F,139,65,1355941137,58.579853,0.2157675678452534,Medium,0
111.6500015258789,food_dining,fraud_Kilback Group,OK,F,413574,48,1371136921,44.746582,0.1127132492280136,Low,0
7.159999847412109,shopping_net,fraud_Schmidt and Sons,AR,M,2501,32,1331479547,51.569546,0.1337719626583453,Low,0
48.59999847412109,home,fraud_Wuckert-Goldner,NE,M,4005,74,1356091745,83.05761,0.1069706046221954,Low,0
2.559999942779541,kids_pets,fraud_Bode-Schuster,OH,F,31394,22,1333643548,109.52073,0.2226692713783155,Medium,0
4.730000019073486,shopping_pos,"fraud_Watsica, Haag and Considine",WV,M,571,52,1355963615,74.04758,0.4697267488187157,High,0
5.380000114440918,travel,"fraud_Schroeder, Wolff and Hermiston",IN,M,5791,60,1360356861,107.93986,0.1358722251204848,Low,0
75.44999694824219,health_fitness,"fraud_Hermiston, Pacocha and Smith",NY,M,277,48,1370811586,114.92163,0.1283858747159284,Low,0
140.1199951171875,health_fitness,fraud_Fritsch and Sons,WI,M,153,57,1329395501,66.806,0.1610241373577446,Medium,0
76.6500015258789,health_fitness,fraud_Rippin-VonRueden,VA,F,1051,43,1355691561,107.77203,0.157236731772098,Medium,0
61.970001220703125,food_dining,"fraud_Lesch, D'Amore and Brown",NY,M,1453,45,1342189549,66.24228,0.0966601154110286,Low,0
8.45,misc_net,"fraud_Kerluke, Kertzmann and Wiza",OK,F,1493,34,1352375348,24.917683,0.2413720670871645,Medium,0
21.209999084472656,home,fraud_Collier LLC,OK,F,413574,51,1358948911,41.00266,0.120631297475517,Low,0
8.1899995803833,food_dining,fraud_Schulist Ltd,CT,M,370,57,1341355658,55.651386,0.1826899516980269,Medium,0
4.08,misc_net,fraud_Koelpin and Sons,TX,F,498,29,1354581935,73.61164,0.4006738927278891,High,0
5.69,shopping_net,"fraud_Reichert, Huels and Hoppe",FL,M,32891,32,1351877981,85.26461,0.1284593614718781,Low,0
175.26,grocery_pos,fraud_Goodwin-Nitzsche,TX,F,144160,35,1352892174,94.79596,0.4556894008402565,High,0
18.049999237060547,food_dining,"fraud_Graham, Hegmann and Hammes",WI,F,878,45,1363889797,82.46615,0.156766050027416,Medium,0
633.0399780273438,shopping_pos,fraud_Pacocha-Bauch,AL,M,3395,41,1366064631,116.83284,0.9697017206707176,High,0
6.0,kids_pets,fraud_Waelchi Inc,GA,F,1324,93,1344020018,32.9161,0.2460352730208054,Medium,0
34.75,personal_care,fraud_Bartoletti and Sons,CA,F,107941,27,1347204839,71.30788,0.0901906552034574,Low,0
57.72999954223633,misc_net,"fraud_Tillman, Fritsch and Schmitt",PA,F,184,74,1363923356,110.07249,0.2714059009884892,Medium,0
3.0199999809265137,health_fitness,fraud_Friesen Ltd,AZ,F,17047,84,1354647603,82.91189,0.2323702426380217,Medium,0
8.029999732971191,shopping_pos,"fraud_Douglas, Schneider and Turner",NC,M,69793,66,1359685921,136.94368,0.4094524937262169,High,0
121.52999877929688,grocery_pos,fraud_Bailey-Morar,NJ,M,804,54,1347102132,67.022316,0.3362613990986118,Medium,0
1.2699999809265137,misc_pos,fraud_Simonis-Prohaska,MO,F,2368,29,1333206175,74.035286,0.2094800026544849,Medium,0
31.100000381469727,personal_care,fraud_Kautzer and Sons,IA,M,1132,58,1333208865,80.882355,0.0949363832398288,Low,0
106.04000091552734,grocery_pos,"fraud_Schultz, Simonis and Little",ME,M,18760,86,1343442699,104.13498,0.4342745221183589,High,0
1.6799999475479126,travel,fraud_Lynch-Mohr,CA,F,94014,34,1356466346,98.530365,0.195825059970994,Medium,0
58.08000183105469,food_dining,"fraud_Kutch, Steuber and Gerhold",PA,M,2054,43,1355428407,52.280895,0.1376493665478909,Low,0
5.88,misc_pos,fraud_Keeling-Crist,FL,M,33804,28,1336673324,35.188583,0.1881265666234413,Medium,0
33.5,misc_pos,fraud_Kemmer-Buckridge,GA,F,3343,28,1326854981,122.87591,0.325540026130992,Medium,0
